Traktion;Techn. Ident;Techn. Platz;Bez.;Ort
Tr;FD0101;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0102;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0103;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0104;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0105;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0106;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0107;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0108;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0109;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0110;03-0101-001-01;Fahrdraht Tram;Brünnen
Tr;FD0201;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0202;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0203;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0204;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0205;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0206;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0207;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0208;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0209;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0210;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0211;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0212;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0213;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0214;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0215;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0216;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0217;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0218;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0219;03-0101-002-01;Fahrdraht Tram;Bethlehem
Tr;FD0301;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0302;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0303;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0304;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0305;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0306;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0307;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0308;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0309;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0310;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0311;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0312;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0313;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0314;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0315;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0316;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0317;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0318;03-0101-003-01;Fahrdraht Tram;Bümpliz
Tr;FD0401;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0402;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0403;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0404;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0405;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0406;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0407;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0408;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0409;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0410;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0411;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0412;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0413;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0414;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0415;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0416;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0417;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0418;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0419;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0420;03-0101-004-01;Fahrdraht Tram;Schlossstrasse
Tr;FD0501;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0502;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0503;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0504;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0505;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0506;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0507;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0508;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0509;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0510;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0511;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0512;03-0101-005-01;Fahrdraht Tram;Fischermätteli
Tr;FD0601;03-0101-006-01;Fahrdraht Tram;Effingerstrasse
Tr;FD0602;03-0101-006-01;Fahrdraht Tram;Effingerstrasse
Tr;FD0603;03-0101-006-01;Fahrdraht Tram;Effingerstrasse
Tr;FD0604;03-0101-006-01;Fahrdraht Tram;Effingerstrasse
Tr;FD0605;03-0101-006-01;Fahrdraht Tram;Effingerstrasse
Tr;FD0606;03-0101-006-01;Fahrdraht Tram;Effingerstrasse
Tr;FD0607;03-0101-006-01;Fahrdraht Tram;Effingerstrasse
Tr;FD0608;03-0101-006-01;Fahrdraht Tram;Effingerstrasse
Tr;FD0701;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0702;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0703;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0704;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0705;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0706;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0707;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0708;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0709;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0710;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0711;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0712;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0713;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0714;03-0101-007-01;Fahrdraht Tram;Weissenbühl
Tr;FD0801;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0802;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0803;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0804;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0805;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0806;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0807;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0808;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0809;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0810;03-0101-008-01;Fahrdraht Tram;Friedheim
Tr;FD0901;03-0101-009-01;Fahrdraht Tram;Wabern
Tr;FD0902;03-0101-009-01;Fahrdraht Tram;Wabern
Tr;FD0903;03-0101-009-01;Fahrdraht Tram;Wabern
Tr;FD0904;03-0101-009-01;Fahrdraht Tram;Wabern
Tr;FD0905;03-0101-009-01;Fahrdraht Tram;Wabern
Tr;FD0906;03-0101-009-01;Fahrdraht Tram;Wabern
Tr;FD0907;03-0101-009-01;Fahrdraht Tram;Wabern
Tr;FD0908;03-0101-009-01;Fahrdraht Tram;Wabern
Tr;FD1001;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1002;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1003;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1004;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1005;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1006;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1007;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1008;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1009;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1010;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1011;03-0101-010-01;Fahrdraht Tram;Monbijou
Tr;FD1012;03-0101-010-01;Fahrdraht Tram;Monbijou
Tb;FD1101;03-0101-011-01;Fahrdraht Trolleybus;Bahnhof West
Tb;FD1102;03-0101-011-01;Fahrdraht Trolleybus;Bahnhof West
Tb;FD1103;03-0101-011-01;Fahrdraht Trolleybus;Bahnhof West
Tb;FD1104;03-0101-011-01;Fahrdraht Trolleybus;Bahnhof West
Tb;FD1105;03-0101-011-01;Fahrdraht Trolleybus;Bahnhof West
Tr;FD1101;03-0101-011-01;Fahrdraht Tram;Bahnhof West
Tr;FD1102;03-0101-011-01;Fahrdraht Tram;Bahnhof West
Tr;FD1103;03-0101-011-01;Fahrdraht Tram;Bahnhof West
Tr;FD1104;03-0101-011-01;Fahrdraht Tram;Bahnhof West
Tr;FD1105;03-0101-011-01;Fahrdraht Tram;Bahnhof West
Tr;FD1106;03-0101-011-01;Fahrdraht Tram;Bahnhof West
Tr;FD1107;03-0101-011-01;Fahrdraht Tram;Bahnhof West
Tb;FD1201;03-0101-012-01;Fahrdraht Trolleybus;Bahnhof Ost
Tb;FD1202;03-0101-012-01;Fahrdraht Trolleybus;Bahnhof Ost
Tb;FD1203;03-0101-012-01;Fahrdraht Trolleybus;Bahnhof Ost
Tr;FD1201;03-0101-012-01;Fahrdraht Tram;Bahnhof Ost
Tr;FD1202;03-0101-012-01;Fahrdraht Tram;Bahnhof Ost
Tr;FD1203;03-0101-012-01;Fahrdraht Tram;Bahnhof Ost
Tr;FD1204;03-0101-012-01;Fahrdraht Tram;Bahnhof Ost
Tr;FD1205;03-0101-012-01;Fahrdraht Tram;Bahnhof Ost
Tb;FD1301;03-0101-013-01;Fahrdraht Trolleybus;Spitalgasse
Tb;FD1302;03-0101-013-01;Fahrdraht Trolleybus;Spitalgasse
Tb;FD1303;03-0101-013-01;Fahrdraht Trolleybus;Spitalgasse
Tb;FD1304;03-0101-013-01;Fahrdraht Trolleybus;Spitalgasse
Tb;FD1305;03-0101-013-01;Fahrdraht Trolleybus;Spitalgasse
Tb;FD1306;03-0101-013-01;Fahrdraht Trolleybus;Spitalgasse
Tb;FD1307;03-0101-013-01;Fahrdraht Trolleybus;Spitalgasse
Tb;FD1308;03-0101-013-01;Fahrdraht Trolleybus;Spitalgasse
Tr;FD1301;03-0101-013-01;Fahrdraht Tram;Spitalgasse
Tr;FD1302;03-0101-013-01;Fahrdraht Tram;Spitalgasse
Tr;FD1303;03-0101-013-01;Fahrdraht Tram;Spitalgasse
Tr;FD1304;03-0101-013-01;Fahrdraht Tram;Spitalgasse
Tr;FD1305;03-0101-013-01;Fahrdraht Tram;Spitalgasse
Tr;FD1306;03-0101-013-01;Fahrdraht Tram;Spitalgasse
Tr;FD1307;03-0101-013-01;Fahrdraht Tram;Spitalgasse
Tr;FD1308;03-0101-013-01;Fahrdraht Tram;Spitalgasse
Tr;FD1401;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1402;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1403;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1404;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1405;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1406;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1407;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1408;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1409;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1410;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1411;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1412;03-0101-014-01;Fahrdraht Tram;Helvetiaplatz
Tr;FD1501;03-0101-015-01;Fahrdraht Tram;Brunnadern
Tr;FD1502;03-0101-015-01;Fahrdraht Tram;Brunnadern
Tr;FD1503;03-0101-015-01;Fahrdraht Tram;Brunnadern
Tr;FD1504;03-0101-015-01;Fahrdraht Tram;Brunnadern
Tr;FD1505;03-0101-015-01;Fahrdraht Tram;Brunnadern
Tr;FD1506;03-0101-015-01;Fahrdraht Tram;Brunnadern
Tr;FD1601;03-0101-016-01;Fahrdraht Tram;Ostring
Tr;FD1602;03-0101-016-01;Fahrdraht Tram;Ostring
Tr;FD1603;03-0101-016-01;Fahrdraht Tram;Ostring
Tr;FD1604;03-0101-016-01;Fahrdraht Tram;Ostring
Tr;FD1605;03-0101-016-01;Fahrdraht Tram;Ostring
Tr;FD1606;03-0101-016-01;Fahrdraht Tram;Ostring
Tr;FD1607;03-0101-016-01;Fahrdraht Tram;Ostring
Tr;FD1701;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1702;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1703;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1704;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1705;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1706;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1707;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1708;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1709;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1710;03-0101-017-01;Fahrdraht Tram;Egghölzli
Tr;FD1801;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1802;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1803;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1804;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1805;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1806;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1807;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1808;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1809;03-0101-018-01;Fahrdraht Tram;Murifeld
Tr;FD1901;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1902;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1903;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1904;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1905;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1906;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1907;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1908;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1909;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1910;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1911;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD1912;03-0101-019-01;Fahrdraht Tram;Kursaal
Tr;FD2001;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2002;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2003;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2004;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2005;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2006;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2007;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2008;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2009;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2010;03-0101-020-01;Fahrdraht Tram;Guisanplatz
Tr;FD2101;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2102;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2103;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2104;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2105;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2106;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2107;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2108;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2109;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2110;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2111;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2112;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2113;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2114;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tr;FD2115;03-0101-021-01;Fahrdraht Tram;Wankdorf
Tb;FD2201;03-0101-022-01;Fahrdraht Trolleybus;Inselspital
Tb;FD2202;03-0101-022-01;Fahrdraht Trolleybus;Inselspital
Tb;FD2203;03-0101-022-01;Fahrdraht Trolleybus;Inselspital
Tb;FD2204;03-0101-022-01;Fahrdraht Trolleybus;Inselspital
Tb;FD2205;03-0101-022-01;Fahrdraht Trolleybus;Inselspital
Tb;FD2206;03-0101-022-01;Fahrdraht Trolleybus;Inselspital
Tb;FD2301;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2302;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2303;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2304;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2305;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2306;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2307;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2308;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2309;03-0101-023-01;Fahrdraht Trolleybus;Laupenstrasse
Tb;FD2401;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2402;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2403;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2404;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2405;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2406;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2407;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2408;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2409;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2410;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2411;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2412;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2413;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2414;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2415;03-0101-024-01;Fahrdraht Trolleybus;Schanzenstrasse
Tb;FD2501;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2502;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2503;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2504;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2505;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2506;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2507;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2508;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2509;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2510;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2511;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2512;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2513;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2514;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2515;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2516;03-0101-025-01;Fahrdraht Trolleybus;Nydegg
Tb;FD2601;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2602;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2603;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2604;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2605;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2606;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2607;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2608;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2609;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2610;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2611;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2612;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2613;03-0101-026-01;Fahrdraht Trolleybus;Schosshalde
Tb;FD2701;03-0101-027-01;Fahrdraht Trolleybus;Bollwerk
Tb;FD2702;03-0101-027-01;Fahrdraht Trolleybus;Bollwerk
Tb;FD2703;03-0101-027-01;Fahrdraht Trolleybus;Bollwerk
Tb;FD2704;03-0101-027-01;Fahrdraht Trolleybus;Bollwerk
Tb;FD2705;03-0101-027-01;Fahrdraht Trolleybus;Bollwerk
Tb;FD2801;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2802;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2803;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2804;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2805;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2806;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2807;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2808;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2809;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2810;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2811;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2812;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2813;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2814;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2815;03-0101-028-01;Fahrdraht Trolleybus;Loraine
Tb;FD2901;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2902;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2903;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2904;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2905;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2906;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2907;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2908;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2909;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2910;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2911;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2912;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2913;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2914;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD2915;03-0101-029-01;Fahrdraht Trolleybus;Wyler
Tb;FD3001;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3002;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3003;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3004;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3005;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3006;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3007;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3008;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3009;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3010;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3011;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3012;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3013;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3014;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tb;FD3015;03-0101-030-01;Fahrdraht Trolleybus;Brückfeld
Tr;FE0101;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0102;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0103;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0104;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0105;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0106;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0107;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0108;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0109;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0110;03-0101-001-02;Feederleitung Tram;Brünnen
Tr;FE0201;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0202;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0203;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0204;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0205;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0206;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0207;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0208;03-0101-002-02;Feederleitung Tram;Bethlehem
Tr;FE0209;03-0101-002-02;Feederleitung Tram;Bethlehem
