Traktion;Techn. Ident;Techn. Platz;Bez.;Ort
Tr;HZS0239.1;;Heizstäbe Weichen;Wabern
Tr;HZS0274.1;;Heizstäbe Weichen;Burgernziel
Tr;HZS0301.1;;Heizstäbe Weichen;Egghölzli
Tr;HZS0304.1;;Heizstäbe Weichen;Saali
Tr;HZS1000.1;;Heizstäbe Weichen;Spitalgasse
Tr;HZS1003.1;;Heizstäbe Weichen;Bahnhof
Tr;HZS1004.1;;Heizstäbe Weichen;Bahnhof
Tr;HZS1006.1;;Heizstäbe Weichen;Schwanengasse
Tr;HZS1009.1;;Heizstäbe Weichen;Hirschengraben
Tr;HZS1010.1;;Heizstäbe Weichen;Hirschengraben
Tr;HZS1012.1;;Heizstäbe Weichen;Hirschengraben
Tr;HZS1014.1;;Heizstäbe Weichen;Bundesgasse
Tr;HZS1016.1;;Heizstäbe Weichen;National
Tr;HZS2000.1;;Heizstäbe Weichen;Brunnmatt
Tr;HZS2002.1;;Heizstäbe Weichen;Unterführung
Tr;HZS2005.1;;Heizstäbe Weichen;Unterführung
Tr;HZS2006.1;;Heizstäbe Weichen;Bümpliz
Tr;HZS2009.1;;Heizstäbe Weichen;Unterführung
Tr;HZS2010.1;;Heizstäbe Weichen;Holenacker
Tr;HZS2112.1;;Heizstäbe Weichen;Brünnen
Tr;HZS3000.1;;Heizstäbe Weichen;Wankdorf Bahnhof
Tr;HZS3002.1;;Heizstäbe Weichen;Guisanplatz
Tr;HZS3004.1;;Heizstäbe Weichen;Guisanplatz
Tr;HZS3006.1;;Heizstäbe Weichen;Guisanplatz
Tr;HZS0043.2;;Heizstäbe Weichen;Du Theatre
Tr;HZS0045.2;;Heizstäbe Weichen;Marktgasse
Tr;HZS0049.2;;Heizstäbe Weichen;Kornhaus
Tr;HZS0101.2;;Heizstäbe Weichen;Casinoplatz
Tr;HZS0102.2;;Heizstäbe Weichen;Casinoplatz
Tr;HZS0105.2;;Heizstäbe Weichen;Guisanplatz
Tr;HZS0106.2;;Heizstäbe Weichen;Guisanplatz
Tr;HZS0185.2;;Heizstäbe Weichen;Kocherpark
Tr;HZS0188.2;;Heizstäbe Weichen;Kocherpark
Tr;HZS0190.2;;Heizstäbe Weichen;Kocherpark
Tr;HZS0208.2;;Heizstäbe Weichen;Weissenbühl
Tr;HZS0211.2;;Heizstäbe Weichen;Friedheim
Tr;HZS0239.2;;Heizstäbe Weichen;Wabern
Tr;HZS0274.2;;Heizstäbe Weichen;Burgernziel
Tr;HZS0301.2;;Heizstäbe Weichen;Egghölzli
Tr;HZS0304.2;;Heizstäbe Weichen;Saali
Tr;HZS1000.2;;Heizstäbe Weichen;Spitalgasse
Tr;HZS1003.2;;Heizstäbe Weichen;Bahnhof
Tr;HZS1004.2;;Heizstäbe Weichen;Bahnhof
Tr;HZS1006.2;;Heizstäbe Weichen;Schwanengasse
Tr;HZS1009.2;;Heizstäbe Weichen;Hirschengraben
Tr;HZS1010.2;;Heizstäbe Weichen;Hirschengraben
Tr;HZS1012.2;;Heizstäbe Weichen;Hirschengraben
Tr;HZS1014.2;;Heizstäbe Weichen;Bundesgasse
Tr;HZS1016.2;;Heizstäbe Weichen;National
Tr;HZS2000.2;;Heizstäbe Weichen;Brunnmatt
Tr;HZS2002.2;;Heizstäbe Weichen;Unterführung
Tr;HZS2005.2;;Heizstäbe Weichen;Unterführung
Tr;HZS2006.2;;Heizstäbe Weichen;Bümpliz
Tr;HZS2009.2;;Heizstäbe Weichen;Unterführung
Tr;HZS2010.2;;Heizstäbe Weichen;Holenacker
Tr;HZS2112.2;;Heizstäbe Weichen;Brünnen
Tr;HZS3000.2;;Heizstäbe Weichen;Wankdorf Bahnhof
Tr;HZS3002.2;;Heizstäbe Weichen;Guisanplatz
Tr;HZS3004.2;;Heizstäbe Weichen;Guisanplatz
Tr;HZS3006.2;;Heizstäbe Weichen;Guisanplatz
Tr;HZS5000.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5001.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5002.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5003.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5004.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5005.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5006.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5007.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5008.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5009.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5010.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5011.1;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5100.1;;Heizstäbe Weichen;Eigerplatz
Tr;HZS5101.1;;Heizstäbe Weichen;Eigerplatz
Tr;HZS5102.1;;Heizstäbe Weichen;Eigerplatz
Tr;HZS5105.1;;Heizstäbe Weichen;Eigerplatz
Tr;HZS0042.1;;Heizstäbe Weichen;Du Theatre
Tr;HZS0046.1;;Heizstäbe Weichen;Marktgasse
Tr;HZS0048.1;;Heizstäbe Weichen;Kornhaus
Tr;HZS0103.1;;Heizstäbe Weichen;Casinoplatz
Tr;HZS0114.1;;Heizstäbe Weichen;Guisanplatz
Tr;HZS0186.1;;Heizstäbe Weichen;Kocherpark
Tr;HZS0187.1;;Heizstäbe Weichen;Kocherpark
Tr;HZS0189.1;;Heizstäbe Weichen;Kocherpark
Tr;HZS0210.1;;Heizstäbe Weichen;Friedheim
Tr;HZS0275.1;;Heizstäbe Weichen;Burgernziel
Tr;HZS0302.1;;Heizstäbe Weichen;Egghölzli
Tr;HZS0305.1;;Heizstäbe Weichen;Saali
Tr;HZS1001.1;;Heizstäbe Weichen;Spitalgasse
Tr;HZS1002.1;;Heizstäbe Weichen;Bahnhof
Tr;HZS1005.1;;Heizstäbe Weichen;Bubenbergplatz
Tr;HZS1007.1;;Heizstäbe Weichen;Schwanengasse
Tr;HZS1008.1;;Heizstäbe Weichen;Bubenbergplatz
Tr;HZS1011.1;;Heizstäbe Weichen;Wallgasse
Tr;HZS1013.1;;Heizstäbe Weichen;Wallgasse
Tr;HZS1015.1;;Heizstäbe Weichen;National
Tr;HZS1017.1;;Heizstäbe Weichen;Effingerstrasse
Tr;HZS2001.1;;Heizstäbe Weichen;Brunnmatt
Tr;HZS2003.1;;Heizstäbe Weichen;Unterführung
Tr;HZS2004.1;;Heizstäbe Weichen;Unterführung
Tr;HZS2007.1;;Heizstäbe Weichen;Bümpliz
Tr;HZS2008.1;;Heizstäbe Weichen;Unterführung
Tr;HZS2011.1;;Heizstäbe Weichen;Holenacker
Tr;HZS2113.1;;Heizstäbe Weichen;Brünnen
Tr;HZS3001.1;;Heizstäbe Weichen;Wankdorf Bahnhof
Tr;HZS3003.1;;Heizstäbe Weichen;Guisanplatz
Tr;HZS3007.1;;Heizstäbe Weichen;Guisanplatz
Tr;HZS4004.1;;Heizstäbe Weichen;Guisanplatz
Tr;HZS5000.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5001.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5002.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5003.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5004.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5005.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5006.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5007.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5008.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5009.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5010.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5011.2;;Heizstäbe Weichen;Depot Eiger
Tr;HZS5100.2;;Heizstäbe Weichen;Eigerplatz
Tr;HZS5101.2;;Heizstäbe Weichen;Eigerplatz
Tr;HZS5102.2;;Heizstäbe Weichen;Eigerplatz
Tr;HZS5105.2;;Heizstäbe Weichen;Eigerplatz
Tr;HZS0042.2;;Heizstäbe Weichen;Du Theatre
Tr;HZS0046.2;;Heizstäbe Weichen;Marktgasse
Tr;HZS0048.2;;Heizstäbe Weichen;Kornhaus
Tr;HZS0103.2;;Heizstäbe Weichen;Casinoplatz
Tr;HZS0114.2;;Heizstäbe Weichen;Guisanplatz
Tr;HZS0186.2;;Heizstäbe Weichen;Kocherpark
Tr;HZS0187.2;;Heizstäbe Weichen;Kocherpark
Tr;HZS0189.2;;Heizstäbe Weichen;Kocherpark
Tr;HZS0210.2;;Heizstäbe Weichen;Friedheim
Tr;HZS0275.2;;Heizstäbe Weichen;Burgernziel
Tr;HZS0302.2;;Heizstäbe Weichen;Egghölzli
Tr;HZS0305.2;;Heizstäbe Weichen;Saali
Tr;HZS1001.2;;Heizstäbe Weichen;Spitalgasse
Tr;HZS1002.2;;Heizstäbe Weichen;Bahnhof
Tr;HZS1005.2;;Heizstäbe Weichen;Bubenbergplatz
Tr;HZS1007.2;;Heizstäbe Weichen;Schwanengasse
Tr;HZS1008.2;;Heizstäbe Weichen;Bubenbergplatz
Tr;HZS1011.2;;Heizstäbe Weichen;Wallgasse
Tr;HZS1013.2;;Heizstäbe Weichen;Wallgasse
Tr;HZS1015.2;;Heizstäbe Weichen;National
Tr;HZS1017.2;;Heizstäbe Weichen;Effingerstrasse
Tr;HZS2001.2;;Heizstäbe Weichen;Brunnmatt
Tr;HZS2003.2;;Heizstäbe Weichen;Unterführung
Tr;HZS2004.2;;Heizstäbe Weichen;Unterführung
Tr;HZS2007.2;;Heizstäbe Weichen;Bümpliz
Tr;HZS2008.2;;Heizstäbe Weichen;Unterführung
Tr;HZS2011.2;;Heizstäbe Weichen;Holenacker
Tr;HZS2113.2;;Heizstäbe Weichen;Brünnen
Tr;HZS3001.2;;Heizstäbe Weichen;Wankdorf Bahnhof
Tr;HZS3003.2;;Heizstäbe Weichen;Guisanplatz
Tr;HZS3007.2;;Heizstäbe Weichen;Guisanplatz
Tr;HZS4004.2;;Heizstäbe Weichen;Guisanplatz
Tr;HNP0043;;Elektrischer Weichensteuerung;Du Theatre
Tr;HNP0045;;Elektrischer Weichensteuerung;Marktgasse
Tr;HNP0049;;Elektrischer Weichensteuerung;Kornhaus
Tr;HNP0101;;Elektrischer Weichensteuerung;Casinoplatz
Tr;HNP0101;;Elektrischer Weichensteuerung;Casinoplatz
Tr;HNP0105;;Elektrischer Weichensteuerung;Guisanplatz
Tr;HNP0106;;Elektrischer Weichensteuerung;Guisanplatz
Tr;HNP0185;;Elektrischer Weichensteuerung;Kocherpark
Tr;HNP0188;;Elektrischer Weichensteuerung;Kocherpark
Tr;HNP0188;;Elektrischer Weichensteuerung;Kocherpark
Tr;HNP0208;;Elektrischer Weichensteuerung;Weissenbühl
Tr;HNP0211;;Elektrischer Weichensteuerung;Friedheim
Tr;HNP0239;;Elektrischer Weichensteuerung;Wabern
Tr;HNP0274;;Elektrischer Weichensteuerung;Burgernziel
Tr;HNP0301;;Elektrischer Weichensteuerung;Egghölzli
Tr;HNP0304;;Elektrischer Weichensteuerung;Saali
Tr;HNP1000;;Elektrischer Weichensteuerung;Spitalgasse
Tr;HNP1003;;Elektrischer Weichensteuerung;Markthalle
Tr;HNP1004;;Elektrischer Weichensteuerung;Markthalle
Tr;HNP1006;;Elektrischer Weichensteuerung;Schwanengasse
Tr;HNP1009;;Elektrischer Weichensteuerung;Wallgasse
Tr;HNP1009;;Elektrischer Weichensteuerung;Wallgasse
Tr;HNP1012;;Elektrischer Weichensteuerung;Wallgasse
Tr;HNP1014;;Elektrischer Weichensteuerung;Bundesgasse
Tr;HNP1016;;Elektrischer Weichensteuerung;National
Tr;HNP2000;;Elektrischer Weichensteuerung;Brunnmatt
Tr;HNP2002;;Elektrischer Weichensteuerung;Unterführung
Tr;HNP2002;;Elektrischer Weichensteuerung;Unterführung
Tr;HNP2006;;Elektrischer Weichensteuerung;Bümpliz
Tr;HNP2009;;Elektrischer Weichensteuerung;Unterführung
Tr;HNP2010;;Elektrischer Weichensteuerung;Holenacker
Tr;HNP2112;;Elektrischer Weichensteuerung;Brünnen
Tr;HNP3000;;Elektrischer Weichensteuerung;Wankdorf-Bahnhof
Tr;HNP3002;;Elektrischer Weichensteuerung;Papiermühle
Tr;HNP3004;;Elektrischer Weichensteuerung;Papiermühle
Tr;HNP3006;;Elektrischer Weichensteuerung;Guisanplatz
Tr;HNSA502/1;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/1;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/1;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/2;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/2;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/3;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/3;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/3;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/3;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/3;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/3;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/3;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/3;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/1;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA502/1;;Elektrischer Weichensteuerung;Depot Bolligenstrasse
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNSA600/1;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNP5100;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNP5100;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNP5102;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HNP5100;;Elektrischer Weichensteuerung;Eigerplatz
Tr;HCP2112;;Weichenheizungssteuerung;Brünnen
Tr;HCP2000;;Weichenheizungssteuerung;Brunnmatt
Tr;HCP2006;;Weichenheizungssteuerung;Bümpliz
Tr;HCP1014;;Weichenheizungssteuerung;Bundesgasse
Tr;HCP0274;;Weichenheizungssteuerung;Burgernziel
Tr;HCP0043;;Weichenheizungssteuerung;Du Theatre
Tr;HCP0301;;Weichenheizungssteuerung;Egghölzli
Tr;HCP0211;;Weichenheizungssteuerung;Friedheim
Tr;HCP3006;;Weichenheizungssteuerung;Guisanplatz
Tr;HCP0105;;Weichenheizungssteuerung;Guisanplatz
Tr;HCP4004;;Weichenheizungssteuerung;Guisanplatz
Tr;HCP2010;;Weichenheizungssteuerung;Holenacker
Tr;HCP0185;;Weichenheizungssteuerung;Kocherpark
Tr;HCP0188;;Weichenheizungssteuerung;Kocherpark
Tr;HCP0049;;Weichenheizungssteuerung;Kornhaus
Tr;HCP1003;;Weichenheizungssteuerung;Markthalle
Tr;HCP1016;;Weichenheizungssteuerung;National
Tr;HCP3002;;Weichenheizungssteuerung;Papiermühle
Tr;HCP0304;;Weichenheizungssteuerung;Saali
Tr;HCP1006;;Weichenheizungssteuerung;Schwanengasse
Tr;HCP1000;;Weichenheizungssteuerung;Spitalgasse
Tr;HCP2002;;Weichenheizungssteuerung;Unterführung
Tr;HCP1009;;Weichenheizungssteuerung;Wallgasse
Tr;HCP3000;;Weichenheizungssteuerung;Wankdorf Bahnhof
Tr;HCP0208;;Weichenheizungssteuerung;Weissenbühl
Tr;HCP5000;;Weichenheizungssteuerung;Depot Eiger
Tr;HCP5006;;Weichenheizungssteuerung;Depot Eiger
Tr;HCP5100;;Weichenheizungssteuerung;Eigerplatz
Tr;HCP0239;;Weichenheizungssteuerung;Wabern
Tr;HCP0101;;Weichenheizungssteuerung;Casino
Tr;TOR9101;;Torbrücke;Betriebshof Eiger
Tr;TOR9102;;Torbrücke;Betriebshof Eiger
Tr;TOR9103;;Torbrücke;Betriebshof Eiger
Tr;TOR9104;;Torbrücke;Betriebshof Eiger
Tr;TOR9105;;Torbrücke;Betriebshof Eiger
Tr;TOR9106;;Torbrücke;Betriebshof Eiger
Tr;TOR9107;;Torbrücke;Betriebshof Eiger
Tr;TOR9108;;Torbrücke;Betriebshof Eiger
Tr;TOR9109;;Torbrücke;Betriebshof Eiger
Tr;TOR9110;;Torbrücke;Betriebshof Eiger
Tr;TOR9111;;Torbrücke;Betriebshof Eiger
;PE9101;;Pegelprüfstation Garage Eiger;
